-2.120000000000000107e+00;3.189999999999999947e+00
9.000000000000000000e+00;-2.690000000000000391e+00
-1.689999999999999947e+00;-2.750000000000000000e+00
1.081000000000000050e+01;-4.500000000000000000e+00
-2.439999999999999947e+00;-5.309999999999999609e+00
5.379999999999999893e+00;-2.000000000000000000e+00
9.630000000000000782e+00;-8.799999999999998934e-01
-2.189999999999999947e+00;4.750000000000000000e+00
6.879999999999999893e+00;-1.310000000000000053e+00
7.939999999999999503e+00;7.129999999999999893e+00
-3.000000000000000000e+00;6.879999999999999893e+00
-6.300000000000000044e-01;-3.059999999999999609e+00
-1.120000000000000107e+00;4.189999999999999503e+00
4.750000000000000000e+00;6.129999999999999893e+00
-6.879999999999999893e+00;-1.810000000000000053e+00
9.060000000000000497e+00;7.750000000000000000e+00
-6.500000000000000000e+00;-1.379999999999999893e+00
-5.809999999999999609e+00;-2.690000000000000391e+00
-2.750000000000000000e+00;8.809999999999998721e+00
7.129999999999999893e+00;4.939999999999999503e+00
