8.189999999999999503e+00;-3.689999999999999947e+00
-6.199999999999999956e-01;3.689999999999999947e+00
2.129999999999999893e+00;-1.000000000000000000e+00
-1.870000000000000107e+00;7.880000000000000782e+00
-6.500000000000000000e+00;6.299999999999998934e-01
9.820000000000000284e+00;1.000000000000000000e+00
1.439999999999999947e+00;2.379999999999999893e+00
1.000000000000000000e+00;1.007000000000000028e+01
8.439999999999999503e+00;-7.190000000000001279e+00
-1.430000000000000160e+00;-5.250000000000000000e+00
1.879999999999999893e+00;-4.750000000000000000e+00
1.439999999999999947e+00;5.599999999999999423e-01
1.439999999999999947e+00;5.939999999999999503e+00
8.879999999999999005e+00;5.000000000000000000e-01
-6.939999999999999503e+00;-3.189999999999999947e+00
2.189999999999999947e+00;-9.690000000000001279e+00
-9.399999999999999467e-01;6.939999999999999503e+00
6.299999999999998934e-01;-9.560000000000000497e+00
2.069999999999999840e+00;8.689999999999999503e+00
-5.119999999999999218e+00;5.439999999999999503e+00
